brand,price,ratingCount,avg_rating
MANGO Women Beige Solid Oversize Fit Blazer,7990,0,0
MANGO Women Mint Green Solid Single-Breasted Blazer,8990,0,0
MANGO Women Black Pure Cotton Denim Jacket,4590,17,4.588235294
MANGO Women White and Blue Striped Regular Fit Casual Oversized Blazer,7990,0,0
MANGO Women Off White Solid High-Rise Trousers,4790,0,0
MANGO Women Olive Green MANA Quilted Padded Regular Fit Longline Waistcoat,5590,0,0
MANGO Women Navy Blue Solid Straight Fit Jeans,3590,46,3.739130435
MANGO Women Cream-Coloured Self-Design Waistcoat,2990,0,0
MANGO Women White Solid Playsuit Comes with a Belt,3990,0,0
MANGO Women Black Solid Blazer,4790,0,0
MANGO Off White Extended Sleeves Boxy Top,1790,44,4.204545455
MANGO Women Black Padded Jacket,6590,19,4.526315789
MANGO Women Off White Solid High-Rise Denim Shorts,3590,0,0
MANGO Women White Solid Trousers,4590,7,3.571428571
MANGO Women Blue Skinny Fit Stretchable Jeans,2790,40,4.2
MANGO Women Blue Straight Fit Cotton High-Rise Jeans,4590,35,3.857142857
MANGO Women Yellow Single-Breasted Solid Long Design Blazer,7990,6,3.5
MANGO Women Olive Green Solid Longline Front-Open Sweater,2590,29,3.827586207
MANGO Women Black High-Rise Trousers,3590,16,3.9375
MANGO Women Black & Olive Green Solid Reversible Padded Jacket,4590,0,0
MANGO Women White Single-Breasted Solid Blazer,7990,0,0
MANGO Black Solid High Neck Fuseau jumpsuit,4590,0,0
MANGO Women Pink Pleated Trousers,2790,3,4.333333333
MANGO Women Black Solid Oversized Design Blazer,5990,7,4.142857143
MANGO Women Beige Checked Straight Fit Pleated Trousers Comes with a Belt,6590,5,5
MANGO Women Coral Red Solid Double-Breasted Blazer,6590,0,0
MANGO Women Yellow & Green Baroque Print Mini Skirt,3590,8,4
MANGO Women Pink Solid Trousers,3790,10,3.8
MANGO Women Dusty Pink Solid Double-Breasted Formal Blazer,6590,29,3.724137931
MANGO Women Blue Straight Fit High-Rise Trousers,3590,5,3.4
MANGO Women Blue Oversized Pure Cotton Denim Jacket,5990,0,0
MANGO Women Olive Green & Navy Blue Pleated A-Line Skirt,2990,29,4.517241379
MANGO Women Grey Solid Tailored Fit Sustainable Formal Waistcoat,3590,10,4
MANGO Lilac & Green Sequinned Mini Skirt,3690,0,0
MANGO Women Yellow Solid Single-Breasted Blazer,4590,34,4
MANGO Women Pink & Black Self-Design Ethnic Motif Pullover,4590,0,0
MANGO Women Blue Ethnic Motif Woven Design Skirt with Fringe Detail,3590,0,0
MANGO Women Red & Beige Abstract Print A-Line Top,3990,23,3.913043478
MANGO Women Olive Green Hooded Sweatshirt,5590,6,5
MANGO Women Black Solid Pure Cotton Denim Waistcoat,3590,16,4.75
MANGO Women Purple & Yellow Woven Design Cardigan,4590,12,4.166666667
MANGO Women Purple Textured Knitted Midi Pencil Skirt,2790,8,3.625
MANGO Blue Solid Basic Jumpsuit,4590,0,0
MANGO Women Olive Green Paper Bag Fit Fit High-Rise Linen Shorts,2990,0,0
MANGO Women Brown Checked GALATA Regular-Fit Double-Breasted Formal Blazer,7990,9,4.444444444
MANGO Women Navy Blue Solid Pure Cotton Denim Skirt,3990,10,4.9
MANGO Women Beige SARAH Regular-Fit Double-Breasted Formal Blazer,8990,10,4.4
MANGO Women Navy Blue Solid Cropped Trousers,2790,0,0
MANGO Black & Green Printed Basic Jumpsuit,5590,0,0
MANGO Blue Pure Cotton Solid Denim Basic Jumpsuit,5590,0,0
MANGO Women Blue Solid Layered Playsuit,3590,7,4
MANGO Women Black Regular Front-Slit Trousers,4590,11,2.272727273
MANGO Women Pink Solid Open Knit Pullover,2390,21,4.047619048
MANGO Women Blue Denim Pure Cotton Sustainable Waistcoat,3590,22,4.454545455
MANGO Women Black Pullover,2990,20,4.5
MANGO Women Black Sustainable Solid Single-Breasted Longline Blazer,5590,14,3.857142857
MANGO Women Grey Melange Knitted Midi A-Line Skirt,2990,10,3.9
MANGO Women Off White Longline Puffer Jacket,10990,0,0
MANGO Green Solid Linen Jumpsuit,4990,0,0
MANGO Women Blue Boucle Pullover,3590,46,4.434782609
MANGO Women Green Cable Knit Pullover,3590,0,0
MANGO Women Peach-Coloured Cable Knit Pullover,4590,21,4
MANGO Green Solid Basic Jumpsuit with Lace Inserts,4990,0,0
MANGO Women Beige & White Striped Pure Linen Basic Jumpsuit,4990,0,0
MANGO Women Black Solid Pure Cotton High-Rise Denim Shorts,2990,6,3
MANGO Women Black & Green Floral Printed Trousers,3990,6,3.5
MANGO Women Orange Solid Straight Fit Pleated Trousers,3590,6,4.5
MANGO Women White & Black Abstract Printed A-Line Midi Skirt,2990,0,0
MANGO Women Off White Pleated Culottes Trousers,2390,28,4.107142857
MANGO Women Off White Pleated Trousers,4590,18,3.444444444
MANGO Women Blue Solid Denim Shacket,4590,3,4.333333333
MANGO Women Red Raglan Sleeves Pullover,4590,18,4.111111111
MANGO Women Off White & Red Striped Pullover,3590,26,4.538461538
MANGO Women Off White Solid Parallel Trousers,2390,26,3.115384615
MANGO Black Solid A-line Midi-Length Skirt,4590,0,0
MANGO Women Black High-Rise Zebra Printed Mom Fit Pure Cotton Jeans,3790,3,5
MANGO Multicoloured Printed Wrap Top,3990,0,0
MANGO Women Mustard Yellow Striped Trousers,4990,0,0
MANGO Women Green Solid Culottes Trousers,3590,0,0
MANGO Women Off White Ruffle Detailed Pullover,3590,6,4.333333333
MANGO Women Green Ombre Effect Knitted  Trousers,5590,0,0
MANGO Women Coral Orange Knitted Pullover,3590,0,0
MANGO Women Black Solid Pullover,2990,8,4
MANGO Women Green Chain Printed Trousers,3790,10,4.8
MANGO Women Green Solid Cropped Trousers,2790,13,3.692307692
MANGO Mustard Yellow Linen Blend Layered Flared Skirt,2990,20,3.7
MANGO Women Yellow Self Design Tweed Straight Trousers,6590,0,0
MANGO Women Blue Embroidered Pure Cotton Straight Fit High-Rise Stretchable Jeans,4590,11,4.090909091
MANGO Women Peach-Coloured Solid Regular Shorts,2390,12,3.583333333
MANGO Women Olive Green Regular Trousers,3590,0,0
MANGO Women Beige & Black Cotton Linen Checked Shorts,3590,0,0
MANGO Lilac & Green Sequinned Mini Skirt,3690,0,0
MANGO Women Blue Wide Leg Pure Cotton Low-Rise Jeans,3790,7,4.714285714
MANGO Women Black Open Knit Sleeves Pullover,2390,20,4.15
MANGO Women Off-White & Pink Floral Printed Mini Skirt,3590,0,0
MANGO Women Brown & Black Hounds-tooth Miniskirt,2990,0,0
MANGO Women Peach-Coloured Self Design Mini Skirt,3590,0,0
MANGO Women Green Solid Faux-Leather Pleated Skirt,5590,3,4.666666667
MANGO Women Blue Pure Cotton Denim Skirt with Raw Edges,2690,0,0
MANGO Black Self Design Regular Top,2390,21,3.285714286
MANGO Women Yellow Floral Printed High-Rise Regular Shorts,2390,7,4.285714286
MANGO Maroon Solid Smocked A-line Top,2390,24,3.916666667
MANGO Women Beige High-Rise Culottes Trousers,3590,11,3.545454545
MANGO Women Grey Melange Ribbed Sports Shorts,2390,0,0
MANGO Women Olive Green Solid High-Rise Culottes,2390,0,0
MANGO Women Black Self Striped Trousers,3590,0,0
MANGO Women Black Ribbed Top,2590,0,0
MANGO Women Off-White & Blue Floral Printed A-Line Midi Skirt,2790,4,5
MANGO Women Black & Yellow Sheer Printed High Neck Fitted Top,2390,17,3.941176471
MANGO Women Mint Green Solid Pure Cotton Knee Length Pencil Skirt,1790,18,4.444444444
MANGO Women Pink Solid Straight Slim Fit Seams Mini Skirt,3790,0,0
MANGO Women Green Cullote Stretchable Cropped Jeans,2990,7,4.571428571
MANGO Women Lime Green Straight Fit Pure Cotton High-Rise Jeans,4790,6,4
MANGO Women Beige Checked Pleated Parallel Cropped Trousers,3590,11,4
MANGO Navy Blue Solid Shirt Style Top,3590,9,4.777777778
MANGO Green Knitted Straight Midi Skirt with Side Slit,2990,0,0
MANGO Beige Ribbed Fitted Top,2390,42,4.142857143
MANGO Off White Pure Cotton Solid Ruched Top,990,10,4.4
MANGO Women Black Self-Striped SLITTER Pullover,2990,3,4.333333333
MANGO Women Yellow & Pink Floral Printed Straight Skirt,3590,0,0
MANGO Women Blue Wide Leg Cotton High-Rise Light Fade Jeans,4790,5,2.8
MANGO Women Off-White & Beige Floral Printed A-Line Midi Skirt,3590,0,0
MANGO Women Beige Self-Striped Pullover,2990,22,4.363636364
MANGO Women Grey Melange Solid Cardigan Sweater,2990,10,4.2
MANGO Women Olive Green Solid Sweater,2990,13,4.076923077
MANGO Women Charcoal Slim Fit Light Fade Cropped Jeans,3790,7,4.428571429
MANGO Women Blue Pullover Sweater,2390,15,3.8
MANGO Beige Ribbed Sweater Vest,2390,24,4.208333333
MANGO Women Peach-Coloured Self Design Mini Skirt,3590,0,0
MANGO Women Cream-Coloured Solid Round Neck Pullover Sweater,2390,18,4.333333333
MANGO Women Green & Black Hounds-tooth Miniskirt,3590,0,0
MANGO Women Rust Orange Slub Effect High-Rise Maternity Parallel Trousers,2390,6,4.333333333
MANGO Women Rust Orange Solid Parallel Trousers,2390,5,4.4
MANGO Women Cream-Coloured Padded Jacket,4590,6,4
MANGO Women White Solid Tailored Jacket,4590,8,5
MANGO Women Beige Solid Longline Quilted Jacket,5590,6,4.5
MANGO Women White Solid Denim Skirt,2690,0,0
MANGO Women Olive Green Solid Padded Jacket,5590,6,3.833333333
MANGO Women White Floral Printed Tapered Fit Pleated Trousers,3990,0,0
MANGO Women Off White Solid Wrap Puffer Jacket,6590,0,0
MANGO Green Solid Extended Sleeves Styled Back Top,2390,0,0
MANGO Women Navy Blue Solid Longline Puffer Jacket,6590,0,0
MANGO Women Mustard Yellow Solid Pure Cotton Pleated Culottes,2990,0,0
MANGO Women Fuchsia Solid Cut-out Detail Basic Jumpsuit,5590,0,0
MANGO Navy Blue & White Floral Printed Playsuit,2990,15,4
MANGO Women Black Quilted Pleated Jogger Fit Trouser,4590,0,0
MANGO Brown Pure Cotton Solid Basic Jumpsuit Comes with a Belt,5590,0,0
MANGO Beige Solid Basic Jumpsuit,4590,9,4.777777778
MANGO Rust Orange Basic Jumpsuit,4590,16,3.4375
MANGO Women Blue Animal Print  Denim Jacket,5990,0,0
MANGO Women Blue Straight Fit High-Rise Jeans,4590,0,0
MANGO Women Brown High-Rise Regular Fit Solid Culottes,4590,12,4.5
MANGO Women Red & Navy Blue Striped Pure Cotton Regular Shorts,3590,0,0
MANGO Women White & Blue Geometric Printed Pleated Detail Straight Midi Skirt,3590,0,0
MANGO Women Charcoal Grey Solid Wide Leg Trousers,3590,5,4.6
MANGO Women Brown& White Striped Trousers,3590,7,3.428571429
MANGO Women Charcoal Grey Straight Fit High-Waist Trousers,3590,5,3.8
MANGO Off-White Self-Design Straight Midi Skirt,3590,0,0
MANGO Women Blue Pure Cotton Straight Fit Light Fade Jeans,4590,0,0
MANGO Women Yellow Solid High-Rise Parallel Trousers,3590,6,3.833333333
MANGO Pink & Blue Floral Print Crop Top,2590,10,3.9
MANGO Women Blue Noa Skinny Fit Mid-Rise Clean Look Stretchable Jeans,2390,0,0
MANGO Women Mustard Yellow Solid Cropped Regular Sustainable Trousers,2990,74,4.472972973
MANGO Women Blue & Lime Green Geometric Self Design Pencil Mini Skirt,1490,0,0
MANGO Navy Blue Solid Linen Basic Jumpsuit,4590,31,4.290322581
MANGO Women Blue Solid Smocked Layered Mini Skirt,2990,0,0
MANGO Women Black & White Striped Straight Fit Cargos Trousers,4590,0,0
MANGO Women Lavender & White Printed Wide Leg Low-Rise Pure Cotton Printed Jeans,4790,0,0
MANGO Women Pink & Black Printed Straight Fit High-Rise Trousers,4590,0,0
MANGO Women Cream-Coloured Self-Striped Flared Trousers,4590,0,0
MANGO Lavender Solid Top,2690,0,0
MANGO Women Cream-Coloured Parallel Trousers,2390,0,0
MANGO Lime Green Pure Cotton Solid Ruched Top,990,28,4.607142857
MANGO Women Brown Winter Midi Pencil Skirt,2990,0,0
MANGO Maroon & Beige Floral Printed Styled Back Basic Jumpsuit,3590,32,4.40625
MANGO Women Pink & Yellow Printed Miniskirt,3090,0,0
MANGO Coral Pink Solid A-line Midi Skirt,4590,0,0
MANGO Women Black Straight Openwork Knitted Midi Skirt,4590,0,0
MANGO Green & Brown Conversational Print Top,2390,5,3.6
MANGO Women Black & Off-White Regular Fit Printed Pleat Front Joggers,3590,19,3.894736842
MANGO Women Lavender Solid Flared Skirt,4590,0,0
MANGO Blue Regular Top,1790,24,4.041666667
MANGO White & Green Tweed Pattern Mini Skirt,3390,6,4.333333333
MANGO Brown Basic Jumpsuit,3590,22,4.863636364
MANGO Pink & Off-White Geometric Printed Straight Skirt,2990,0,0
MANGO Women Green Solid Mid-Rise Regular Satin Finish Shorts,2390,5,4.8
MANGO Blue Solid Knitted Crop Top,2390,0,0
MANGO Women Mustard Yellow & White Pure Cotton Ethnic Printed Trousers,3590,16,3.3125
MANGO Women Beige Knitted Solid Parallel Trousers,3590,6,5
MANGO Women Yellow Solid Cotton Culottes,2990,0,0
MANGO Women Black Solid Padded Jacket with Belt,6590,0,0
MANGO Women Yellow Sports Shorts,2990,0,0
MANGO Women Green Solid Regular Shorts,2990,0,0
MANGO Black Pure Cotton Solid Ruffles Top,1990,5,4.2
MANGO Women Black Solid Trousers with Front Slit,3590,0,0
MANGO Women Mustard Yellow Solid Culottes Trousers,3590,0,0
MANGO Beige & Orange Pure Cotton Printed Ruffles Smocked Blouson Crop Top,2990,21,4.333333333
MANGO Women Black Floral Printed Trousers,3590,0,0
MANGO Women Cream Coloured Cable Knit Turtle Neck Pullover,3590,7,3.857142857
MANGO Women Peach-Coloured Self-Design Pullover,3590,37,4.189189189
MANGO Women Taupe Solid Ribbed Biker Shorts,1390,0,0
MANGO Women Peach-Coloured Solid Open Front Sweater,3590,0,0
MANGO Women Off-White Solid Pleated Basic Jumpsuit,3590,26,3.884615385
MANGO Black Solid Top,2590,0,0
MANGO Women Black Shorts,2990,0,0
MANGO Women Pink Shorts,2990,0,0
MANGO Off White  Satin Finish Extended Sleeves Top,3390,6,3.166666667
MANGO Coral Orange Solid Flared Maxi Skirt,4790,0,0
MANGO Blue Basic Belted Jumpsuit,5590,11,3.818181818
MANGO Blue Pure Cotton Denim Jumpsuit with Belt,4590,15,4.333333333
MANGO Women White Solid Organic Cotton Boxy Apron Top,2390,15,4.266666667
MANGO Women Green Solid Quilted Jacket,2990,13,4.230769231
MANGO Women Orange Satin Finish Flared Basic Jumpsuit,7990,11,3.727272727
MANGO Women Off-White Solid One-Shoulder Cropped Basic Jumpsuit,5590,32,3.59375
MANGO Blue Solid Sweetheart Neck Styled Back Crop Top,1990,0,0
MANGO Black & White Printed Basic Jumpsuit,4590,5,4.4
MANGO Blue & Green Floral Print Crop Top,2590,0,0
MANGO Women White ANORAK NATA Padded Jacket,6590,9,3.888888889
MANGO Women Orange Solid Twisted Top with Styled Back,3790,0,0
MANGO Blue Solid Cotton Sustainable Basic Jumpsuit with Belt,5590,14,4.928571429
MANGO Women Beige Solid Raglan Sleeves Sweater,2390,0,0
MANGO Women Olive Green Solid Hooded Sweatshirt,5590,6,2.666666667
MANGO Women Black Hooded Sweatshirt,2390,0,0
MANGO Women Black Solid Pullover,3590,0,0
MANGO Women Green Ribbed Pullover,3590,0,0
MANGO Cream-Coloured Solid Basic Jumpsuit with Belt,4590,7,4.714285714
MANGO Blue & White Floral Print Top,1990,0,0
MANGO Women Cream-Coloured Solid Pullover Sweater,3590,7,4.285714286
MANGO Blue Solid Extended Sleeves Top,2390,0,0
MANGO Women Black Slim Fit Stretchable Cropped Jeans,3590,23,3.826086957
MANGO Black Solid Cut-Out Flared Jumpsuit,5990,7,3.857142857
MANGO Women Maroon Pleated Cropped Basic Jumpsuit,2990,19,4.210526316
MANGO Women Blue Straight Fit Pure Cotton High-Rise Colourblocked Jeans,3790,17,4.470588235
MANGO Women Olive Green Solid Tailored Jacket,10990,6,3.333333333
MANGO Women Black Solid Pullover Sweater,2990,12,4
MANGO Women Green Solid Quilted Jacket,5590,4,5
MANGO Women Black ANORAK NATA Padded Jacket,6590,8,2.875
MANGO Women White Pocketed Denim Jacket,3690,0,0
MANGO Women Brown Puffer Jacket,10990,0,0
MANGO Women Black Solid Cropped Shacket,3590,7,4.714285714
MANGO Off White Linen Regular Top,1790,11,4.545454545
MANGO Cream-Coloured Crochet Knit Smocked Top,1990,0,0
MANGO Women Blue Wide Leg Low-Rise Slash Knee Stretchable Jeans,3590,3,3.666666667
MANGO Black & Off White Polka Dots Print Sweetheart Neck Crop Top,3390,5,3
MANGO Women Black Solid Skorts,3690,0,0
MANGO Women Sustainable Black Pure Cotton Eco-Wash Solid Denim Jacket,4590,0,0
MANGO Women Navy Blue Solid Tailored Jacket,3590,7,4.142857143
MANGO Women Black White Checked Tailored Jacket,7990,0,0
MANGO Women Blue Pure Cotton Straight Fit High-Rise Light Fade Jeans,3590,38,3.526315789
MANGO Women Olive Green Pure Cotton High-Rise Wide Leg Stretchable Jeans,3590,50,4.28
MANGO Women Purple Pure Cotton Mom Fit High-Rise Jeans,3590,26,4.192307692
Vishudh Lime Green & White Geometric Mandarin Collar Pure Cotton Cinched Waist Top,999,505,4.281188119
Vishudh Off-White & Pink Printed Dupatta,949,71,3.507042254
Vishudh Women Navy Blue Floral Printed Regular Pure Cotton Kurta with Palazzos,2149,2676,4.032884903
Vishudh Women Red Solid Dupatta,399,496,4.254032258
Vishudh Women Rust Floral Printed A-Line Top,999,771,4.171206226
Vishudh Women Cream-Coloured Floral Embroidered Cotton Top,1249,65,4.276923077
Vishudh Women Black & Grey Regular Fit Striped Peg Trousers,949,320,3.878125
Vishudh Women Pink Printed Tunic,1099,99,4.131313131
Vishudh Women Navy Blue & White Printed Tunic,1299,345,3.828985507
Vishudh Blue Floral Print Peplum Top,1299,54,4.277777778
Vishudh Grey Geometric Printed Top,999,607,4.271828666
Vishudh Red Embroidered Shirt-Style Tunic,1699,241,4.10373444
Vishudh Women Black & Off White Printed Dupatta,749,140,4.542857143
Vishudh Green Printed A-Line Tunic,1249,375,3.845333333
Vishudh Women Maroon Longline Knitted Shrug,2199,12,4.5
Vishudh Women Black & Teal Blue Checked Pure Cotton Kurta with Palazzo & Dupatta,2399,77,4.064935065
Vishudh Women White & Navy Blue Printed Anarkali Kurta,2149,3444,4.259872242
Vishudh Pink Geometric Print Peplum Top,849,9,4.555555556
Vishudh Stunning Black Embellished Top,849,0,0
Vishudh Women Sea Green Printed Tunic,1099,283,3.558303887
Vishudh Peach-Coloured Floral Print Tunic,1249,481,3.916839917
Vishudh Coral Orange & White Printed Dupatta,949,46,4.282608696
Vishudh Women Black & Off-White Slim Fit Checked Regular Trousers,949,436,3.655963303
Vishudh Green & Gold-Toned Printed Dupatta,1299,38,4.315789474
Vishudh Women Yellow Striped Regular Pure Cotton Kurta with Palazzos,2199,141,4.226950355
Vishudh Women Green Printed Tunic,1349,350,3.8
Vishudh Women White & Pink Printed A-Line Kurta,1799,714,4.128851541
Vishudh Women Black Regular Fit Checked Regular Trousers,899,624,3.706730769
Vishudh Women Purple Ethnic Straight Kurta with Trousers & With Dupatta,2349,0,0
Vishudh Women Lime Green Floral Printed Floral Kurta,1249,265,3.977358491
Vishudh Women Navy Blue Yoke Design Straight Kurta,1699,2651,3.936250472
Vishudh Black Geometric Mandarin Collar Peplum Top,999,539,4.200371058
Vishudh Women Yellow & Off White Ethnic Motifs Printed A-Line Kurta with Jacket,3999,124,4.266129032
Vishudh Women Turquoise Blue Pleated Kurti with Trouser & With Dupatta,2349,0,0
Vishudh Women Navy Blue Floral Printed Band Cotton Collar Top,1149,43,4.279069767
Vishudh Women Brown Ethnic Motifs Kurta,1199,464,3.99137931
Vishudh Women Blue Floral Embroidered Thread Work Cotton Kurta,1149,93,4.107526882
Vishudh Women Navy Blue Striped Flared Fit Palazzo,1049,63,4.333333333
Vishudh White & Grey Striped Pure Cotton Flared Maxi Skirt,1649,101,4.217821782
Vishudh Women Green Printed Straight Kurta,1549,1556,3.897172237
Vishudh Women Navy Blue & White Checked Straight Palazzo,999,666,4.055555556
Vishudh Women Pink Keyhole Neck Thread Work Kurta,1249,59,3.508474576
Vishudh Black Floral Embroidered Gathered Top,999,171,4.046783626
Vishudh Women Pink Striped Layered Top with Palazzos & Jacket,2849,63,4.285714286
Vishudh Women Beige Ethnic Motifs Printed Flared Ethnic Palazzos,1749,44,4.181818182
Vishudh Women Black Checked Straight Palazzos,999,62,4.338709677
Vishudh Blue Floral Print Peplum Top,1299,54,4.277777778
Vishudh Women Cream-Coloured Striped Layered Kurti with Palazzos & Dupatta,2249,0,0
Vishudh Women Navy Blue Checked Straight Palazzos,1049,516,3.924418605
Vishudh Women Navy Blue & Yellow Regular Fit Printed Cotton Trousers,949,191,3.947643979
Vishudh Women Red Embroidered Pure Cotton Kurta with Trousers,2399,25,3.56
Vishudh Women Brown Asymmetric Hem Printed A-Line Kurta,2449,139,3.568345324
Vishudh Women Aqua Blue Hem Design Ethnic Palazzos,1049,187,3.828877005
Vishudh Women Navy Blue & Mustard Printed Anarkali Kurta,1749,254,4.118110236
Vishudh Pink Embellished High-Low Top,849,0,0
Vishudh Women Blue Floral Printed Kurta with Palazzos & With Dupatta,2949,25,3.28
Vishudh Women Yellow & Black Printed Straight Kurta,1399,382,4.062827225
Vishudh Women Black Printed A-Line Top,2049,7,3.714285714
Vishudh Women Grey & Yellow Striped Straight Kurta,1199,444,4.263513514
Vishudh Women Turquoise Blue Ethnic Motifs Palazzos,1749,0,0
Vishudh Women Grey & Red Floral Printed Kurta,1399,388,4.100515464
Vishudh Orange & Pink Printed Tunic,1199,1161,3.826012059
Vishudh Women Off-White & Black Checked Wide Leg Palazzos,999,150,4
Vishudh Women Black & Orange Printed Kurti with Palazzos,2549,1436,4.201253482
Vishudh Women Grey Striped Three-quarter Sleeves Tunic,1149,131,4.167938931
Vishudh Women Pink & White Ethnic Motifs Printed Straight Kurta,1199,689,4.091436865
Vishudh Women Pink & Yellow Checked Straight Palazzo,999,180,4.133333333
Vishudh Women Blue Printed Anarkali Kurta,1899,31,3.935483871
Vishudh Women Blue & Pink Floral Printed Kurta,1399,16,4.8125
Vishudh Women Blue & White Printed Straight Kurta,1349,232,4.25862069
Vishudh Women Grey & White Striped Straight Palazzos,1049,32,4.53125
Vishudh Women Pink Checked,999,15,4.466666667
Vishudh Women Pink & White Ethnic Motifs Embroidered Ethnic Palazzos,1049,16,4.1875
Vishudh Women Green & Off-White Printed Flared Palazzos,1249,59,4.254237288
Vishudh Green Floral Print Gathered Top,1049,96,4.270833333
Vishudh Women Mustard Yellow Solid Hem Design Straight Palazzos,999,28,4.178571429
Vishudh Women Green & White Striped Straight Cropped Palazzo,1099,28,4.428571429
Vishudh Women Purple Printed Kurta with Sharara & With Dupatta,2849,0,0
Vishudh Women Red & Orange Self Design Kurta with Palazzos,6799,228,4.105263158
Vishudh Peach-Coloured & Silver-Coloured Woven Design Dupatta,1699,0,0
Vishudh Women Green & White Floral Printed Regular Kurta With Trousers & Dupatta,2349,93,3.935483871
Vishudh Women White Checked Pure Cotton Top,999,158,3.955696203
Vishudh Off-white Embellished Top,749,0,0
Vishudh Pink & White Printed Cotton Tunic,1199,73,3.931506849
Vishudh Beige Embroidered Empire Top,899,39,4.282051282
Vishudh Women Navy Blue Printed Straight Palazzos,999,7,4.285714286
Vishudh Green & White Printed Tunic,1049,215,3.776744186
Vishudh White & Green Shirt with Skirt,2349,0,0
Vishudh Women Checked Pure Cotton Kurta with Trouser,2149,18,4.388888889
Vishudh Women Blue & Black Checked Cropped Straight Palazzos,999,167,3.934131737
Vishudh Women Beautiful Peach Ethnic Motifs Palazzos,1199,0,0
Vishudh Women Red Ethnic Motifs Printed Keyhole Neck Thread Work Kurta,1199,199,3.542713568
Vishudh Women Navy Blue Regular Fit Striped Parallel Trousers,799,31,3.64516129
Vishudh Women Grey & Yellow Checked Straight Cropped Palazzos,999,27,3.62962963
Vishudh Women Pink Thread Work Kurta with Trousers & Jacket,3299,0,0
Vishudh Women Rust Orange Printed High-Low Top,1899,422,4.049763033
Vishudh Yellow & Cream-Coloured Printed Tunic,1199,528,4.126893939
Vishudh Women Red & Golden Printed A-Line Kurta,1849,3453,4.06516073
Vishudh Women Black Printed A-Line Top,1899,467,4.319057816
Vishudh Women Yellow & Off-White Printed Kurta with Trousers & Dupatta,3649,51,4.039215686
Vishudh Women Navy Blue & Silver-Toned Printed Straight Kurta,1549,529,3.982986767
Vishudh Women Navy Blue & Gold-Toned Yoke Design Anarkali Kurta,1949,1580,4.086075949
Vishudh Women Red Yoke Design Kurta,1549,59,3.830508475
Vishudh Women Grey & Mustard Checked Top with Palazzos,3799,0,0
Vishudh Women Navy Blue & White Striped Tunic,1149,449,4.073496659
Vishudh Pink Embroidered Cinched Waist Top,949,427,4.210772834
Vishudh Women Beautiful Grey Geometric Palazzos,1099,0,0
Vishudh Women Green Geometric Embroidered Straight Kurta,1299,101,3.792079208
Vishudh Women Yellow & Grey Ethnic Motifs Kurta with Trouser and Jacket,3299,7,4.428571429
Vishudh Women Black Regular Printed Kurta with Palazzos,2349,80,4.275
Vishudh Women Off White Embroidered Regular Pure Cotton Kurta with Palazzo,2199,64,4.09375
Vishudh Women Green Yoke Design Kurta,1349,191,3.958115183
Vishudh Pink Print Top,1049,195,4.158974359
Vishudh Women Off-White Checked Kurta with Palazzo and Dupatta,2549,14,2.857142857
Vishudh Women Black & Off-White Checked Kurta with Palazzos,2149,73,4.02739726
Vishudh Turquoise Blue & White Cotton Printed Tunic,1049,265,4.037735849
Vishudh Women's Mustard & Pink Striped Tunic,849,13,2.307692308
Vishudh Women Mauve Regular Kurta with Sharara & With Dupatta,4399,556,4.188848921
Vishudh Women Yellow Floral Embroidered Regular Kurta with Palazzos,3199,50,4.44
Vishudh Women Orange & Off White Printed Cotton Ethnic Palazzos,949,4,2.5
Vishudh Women Peach-Coloured Silver-Coloured Ethnic Motifs Longline Open Front Jacket,2199,8,2.75
Vishudh Women Turquoise Blue & Gold-Toned Printed Kurti with Palazzos,2649,1233,4.244120032
Vishudh Women Mauve Floral Embroidered Kurta with Skirt & With Dupatta,3949,143,4.20979021
Vishudh Women Green Embroidered Top,1449,425,3.945882353
Vishudh Women Mustard Yellow Floral Print A-Line Kurta,1749,231,4.177489177
Vishudh Women Lime Green Screen Printed Floral Straight Kurta,1299,164,4.323170732
Vishudh Women Sea Green & White Printed Kurta with Palazzos & Dupatta,3249,122,4.352459016
Vishudh Women Turquoise Blue Floral Printed Kurta Trouser With Dupatta,2799,39,3.743589744
Vishudh Women Mint Green Yoke Embroidered Straight Kurta,799,67,3.835820896
Vishudh Women Green Solid Straight Palazzos,1349,6,3.833333333
Vishudh Women Peach-Coloured Embroidered Top,1699,227,3.995594714
Vishudh Women Black Checked Thread Work Kurta,1149,29,4.206896552
Vishudh Women Printed Kurta with Dupatta,3399,0,0
Vishudh Women Peach-Coloured Solid A-Line Kurta,2999,225,3.906666667
Vishudh Women Peach-Coloured & Golden Embroidered Mirror Work Anarkali Kurta,3349,0,0
Vishudh Women Pink & Off-White Striped Straight Palazzos,1099,61,3.672131148
Vishudh Women Mauve & Silver-Toned Ethnic Motifs Printed Flared Palazzos,1749,8,4.125
Vishudh Women Grey & Gold-Coloured Checked Kurta with Trousers & Dupatta,2549,43,4.23255814
Biba Pink & Blue Printed Pure Cotton Unstitched Dress Material,899,0,0
Biba Pink & White Unstitched Dress Material,1799,0,0
Biba Yellow & Red Printed Pure Cotton Unstitched Dress Material,899,0,0
Biba Taupe & Pink Printed Dupatta with Gotta Patti,1299,8,4.875
Biba Yellow & Gold-Toned Printed Unstitched Dress Material,2299,0,0
Biba Navy Blue & Sea Green Floral Printed Pure Cotton Unstitched Dress Material,2299,0,0
